word,tokens,attention,attention_correct,attention_incorrect,antichina_attention,antichina_attention_correct,antichina_attention_incorrect,antivacina_attention,antivacina_attention_correct,antivacina_attention_incorrect,provacina_attention,provacina_attention_correct,provacina_attention_incorrect,captum,captum_correct,captum_incorrect,antichina_captum,antichina_captum_correct,antichina_captum_incorrect,antivacina_captum,antivacina_captum_correct,antivacina_captum_incorrect,provacina_captum,provacina_captum_correct,provacina_captum_incorrect,tfidf,antichina_tfidf,antivacina_tfidf,provacina_tfidf,captum_abs,captum_abs_correct,captum_abs_incorrect,antichina_captum_abs,antichina_captum_abs_correct,antichina_captum_abs_incorrect,antivacina_captum_abs,antivacina_captum_abs_correct,antivacina_captum_abs_incorrect,provacina_captum_abs,provacina_captum_abs_correct,provacina_captum_abs_incorrect,captum_p,captum_p_correct,captum_p_incorrect,antichina_captum_p,antichina_captum_p_correct,antichina_captum_p_incorrect,antivacina_captum_p,antivacina_captum_p_correct,antivacina_captum_p_incorrect,provacina_captum_p,provacina_captum_p_correct,provacina_captum_p_incorrect,captum_n,captum_n_correct,captum_n_incorrect,antichina_captum_n,antichina_captum_n_correct,antichina_captum_n_incorrect,antivacina_captum_n,antivacina_captum_n_correct,antivacina_captum_n_incorrect,provacina_captum_n,provacina_captum_n_correct,provacina_captum_n_incorrect
ahahah,ah ##aha ##h,0.006202459956208857,0.006202459956208857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02132650987808203,0.02132650987808203,0.0,0.004398489708894817,0.004398489708894817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01512374685006814,0.01512374685006814,0.0,0.00019465665234682684,0.0,0.0,0.0005839699570404804,0.004398489708894817,0.004398489708894817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01512374685006814,0.01512374685006814,0.0,0.004398489708894817,0.004398489708894817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01512374685006814,0.01512374685006814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ahhhh,ah ##h ##h ##h,0.0005098360901077583,0.0005098360901077583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017530180748690832,0.0017530180748690832,0.0,0.0019341889765843916,0.0019341889765843916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006650506509745759,0.006650506509745759,0.0,0.00031966047558922126,0.0,0.0,0.0009589814267676637,0.0020129874406879912,0.0020129874406879912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006921446787465874,0.006921446787465874,0.0,0.0019735882086361917,0.0019735882086361917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006785976648605817,0.006785976648605817,0.0,3.93992320518e-05,3.93992320518e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013547013886005733,0.00013547013886005733,0.0
ai,ai,0.04369481436636608,0.010041132889455176,0.033653681476910904,0.005587728404018548,0.005587728404018548,0.0,0.08933043625001733,0.007414781539483672,0.08191565471053365,0.01831938509954762,0.01831938509954762,0.0,0.014107517495764757,0.0035192391675576,0.010588278328207159,0.0012049792063739387,0.0012049792063739387,0.0,0.04247405173198489,0.01670136614608511,0.025772685585899777,-0.012727991589778538,-0.012727991589778538,0.0,0.00198821681947852,0.0031047288025072917,0.0012625006805162845,0.0015974209754119836,0.04527815376200071,0.01602145108881802,0.029256702673182693,0.01829580651320939,0.01829580651320939,0.0,0.08791443553314236,0.01670136614608511,0.07121306938705727,0.012727991589778538,0.012727991589778538,0.0,0.029692835628882735,0.009770345128187807,0.019922490500694924,0.00975039285979165,0.00975039285979165,0.0,0.06519424363256363,0.01670136614608511,0.048492877486478514,0.0,0.0,0.0,0.015585318133117977,0.006251105960630208,0.009334212172487765,0.00854541365341771,0.00854541365341771,0.0,0.02272019190057874,0.0,0.02272019190057874,0.012727991589778538,0.012727991589778538,0.0
ain,ai ##n,0.010972168296575532,0.004831387350956591,0.006140780945618942,0.036778217753884464,0.016194594472480194,0.020583623281404274,0.0,0.0,0.0,0.0,0.0,0.0,0.00031162746461985857,0.0018137967246976668,-0.0015021692600778083,0.0010445613339213136,0.006079765557645811,-0.005035204223724497,0.0,0.0,0.0,0.0,0.0,0.0,0.0007535779777868638,0.0007022197038528625,0.0015585142295077286,0.0,0.009705267068048674,0.0018137967246976668,0.007891470343351008,0.0325316214571464,0.006079765557645811,0.02645185589950059,0.0,0.0,0.0,0.0,0.0,0.0,0.0050084472663342585,0.0018137967246976668,0.003194650541636592,0.016788091395533826,0.006079765557645811,0.010708325837888017,0.0,0.0,0.0,0.0,0.0,0.0,0.004696819801714408,0.0,0.004696819801714408,0.01574353006161254,0.0,0.01574353006161254,0.0,0.0,0.0,0.0,0.0,0.0
ainda,ainda,0.2795660622262706,0.21169269015081227,0.06787337207545836,0.1437987565120172,0.0887711199427117,0.05502763656930551,0.12306219049961761,0.022690743396840754,0.10037144710277689,0.6399130656845591,0.6047697156069956,0.035143350077563494,0.06363508401240324,0.07126176282431954,-0.007626678811916294,0.10599696029917222,0.07150336307408368,0.03449359722508852,-0.12497858138168841,-0.06914689450561752,-0.055831686876070874,0.2866178499969989,0.26935624756427196,0.017261602432726935,0.005666008793105709,0.005536758281414499,0.003052330039531847,0.00840893805837078,0.18585933486872522,0.14448948122721053,0.041369853641514666,0.1320901412959355,0.0871334276342233,0.04495671366171218,0.12497858138168841,0.06914689450561752,0.055831686876070874,0.32701573248525206,0.30975413005252517,0.017261602432726935,0.12474720944056422,0.10787562202576502,0.016871587414799192,0.11904355079755385,0.0793183953541535,0.039725155443400356,0.0,0.0,0.0,0.30681679124112543,0.2895551888083985,0.017261602432726935,0.06111212542816098,0.0366138592014455,0.024498266226715474,0.013046590498381593,0.007815032280069776,0.0052315582183118155,0.12497858138168841,0.06914689450561752,0.055831686876070874,0.020198941244126592,0.020198941244126592,0.0
ainnn,ai ##nn ##n,0.004574430485566451,0.0,0.004574430485566451,0.015333286543798156,0.0,0.015333286543798156,0.0,0.0,0.0,0.0,0.0,0.0,0.0059918838522609085,0.0,0.0059918838522609085,0.020084526879086843,0.0,0.020084526879086843,0.0,0.0,0.0,0.0,0.0,0.0,0.0004510587336271345,0.0,0.0013531762008814035,0.0,0.0059918838522609085,0.0,0.0059918838522609085,0.020084526879086843,0.0,0.020084526879086843,0.0,0.0,0.0,0.0,0.0,0.0,0.0059918838522609085,0.0,0.0059918838522609085,0.020084526879086843,0.0,0.020084526879086843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ajuda,ajuda,0.05387868437295157,0.00642518155897656,0.04745350281397502,0.0068744243897872065,0.0068744243897872065,0.0,0.1155054835228601,0.0,0.1155054835228601,0.015040613006384098,0.015040613006384098,0.0,0.00894278276158849,0.009865581097889334,-0.0009227983363008416,0.0008516181742876816,0.0008516181742876816,0.0,-0.002246162279028418,0.0,-0.002246162279028418,0.03304818914347338,0.03304818914347338,0.0,0.0009360133867889585,0.0005643040622174632,0.0,0.002243736098149412,0.010788379434190176,0.009865581097889334,0.0009227983363008416,0.0008516181742876816,0.0008516181742876816,0.0,0.002246162279028418,0.0,0.002246162279028418,0.03304818914347338,0.03304818914347338,0.0,0.009865581097889334,0.009865581097889334,0.0,0.0008516181742876816,0.0008516181742876816,0.0,0.0,0.0,0.0,0.03304818914347338,0.03304818914347338,0.0,0.0009227983363008416,0.0,0.0009227983363008416,0.0,0.0,0.0,0.002246162279028418,0.0,0.002246162279028418,0.0,0.0,0.0
ajudado,ajuda ##do,0.0017535819982488915,0.0,0.0017535819982488915,0.0,0.0,0.0,0.004268353748273164,0.0,0.004268353748273164,0.0,0.0,0.0,-0.00036543801536014165,0.0,-0.00036543801536014165,0.0,0.0,0.0,-0.0008895042970226572,0.0,-0.0008895042970226572,0.0,0.0,0.0,0.000297959917856502,0.0,0.0,0.000893879753569506,0.010829852629056334,0.0,0.010829852629056334,0.0,0.0,0.0,0.026360696054498176,0.0,0.026360696054498176,0.0,0.0,0.0,0.005232207306848091,0.0,0.005232207306848091,0.0,0.0,0.0,0.012735595878737748,0.0,0.012735595878737748,0.0,0.0,0.0,0.005597645322208233,0.0,0.005597645322208233,0.0,0.0,0.0,0.013625100175760404,0.0,0.013625100175760404,0.0,0.0,0.0
ajudar,ajudar,0.02353308085973062,0.0033000735566020003,0.020233007303128627,0.0,0.0,0.0,0.04594689934055412,0.0,0.04594689934055412,0.016011105033763812,0.011346957787743266,0.004664147246020545,-0.000823446734982525,-0.0014344801928676582,0.0006110334578851333,0.0,0.0,0.0,0.004833197440645416,0.0,0.004833197440645416,-0.009658746189734155,-0.004932310118742665,-0.00472643607099149,0.0006527184329054381,0.0007268675764008541,0.0006344401609273702,0.0005968475613880899,0.004794723965379509,0.0014344801928676582,0.0033602437725118494,0.0,0.0,0.0,0.004833197440645416,0.0,0.004833197440645416,0.009658746189734155,0.004932310118742665,0.00472643607099149,0.0019856386151984916,0.0,0.0019856386151984916,0.0,0.0,0.0,0.004833197440645416,0.0,0.004833197440645416,0.0,0.0,0.0,0.0028090853501810164,0.0014344801928676582,0.0013746051573133584,0.0,0.0,0.0,0.0,0.0,0.0,0.009658746189734155,0.004932310118742665,0.00472643607099149
ajude,aj ##ude,0.04709465801715851,0.0,0.04709465801715851,0.0,0.0,0.0,0.0,0.0,0.0,0.1619300562194562,0.0,0.1619300562194562,0.015407081379891106,0.0,0.015407081379891106,0.0,0.0,0.0,0.0,0.0,0.0,0.052975637982433606,0.0,0.052975637982433606,0.0005162279083577342,0.0,0.0015486837250732024,0.0,0.015407081379891106,0.0,0.015407081379891106,0.0,0.0,0.0,0.0,0.0,0.0,0.052975637982433606,0.0,0.052975637982433606,0.015407081379891106,0.0,0.015407081379891106,0.0,0.0,0.0,0.0,0.0,0.0,0.052975637982433606,0.0,0.052975637982433606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ajudem,aj ##ude ##m,0.0035423681838437832,0.0005894150041664582,0.002952953179677325,0.0019756927513959496,0.0019756927513959496,0.0,0.007187715650330204,0.0,0.007187715650330204,0.0,0.0,0.0,-0.0013274019569426666,-0.0018809225142118419,0.000553520557269175,-0.006304768204062039,-0.006304768204062039,0.0,0.001347311701263712,0.0,0.001347311701263712,0.0,0.0,0.0,0.0008776461684289513,0.0009968693310336485,0.0,0.0016360691742532054,0.010305921067840167,0.004097912290535583,0.006208008777304583,0.013736018850957262,0.013736018850957262,0.0,0.015110771871735294,0.0,0.015110771871735294,0.0,0.0,0.0,0.004489259555448742,0.0011084948881618668,0.0033807646672868756,0.003715625323447598,0.003715625323447598,0.0,0.008229041786499493,0.0,0.008229041786499493,0.0,0.0,0.0,0.005816661512391417,0.0029894174023737167,0.0028272441100177,0.010020393527509665,0.010020393527509665,0.0,0.006881730085235781,0.0,0.006881730085235781,0.0,0.0,0.0
alba,alba,0.05975065131982167,0.05975065131982167,0.0,0.0,0.0,0.0,0.14543769083932254,0.14543769083932254,0.0,0.0,0.0,0.0,0.02733363595849181,0.02733363595849181,0.0,0.0,0.0,0.0,0.06653217677523361,0.06653217677523361,0.0,0.0,0.0,0.0,0.0003352272914536539,0.0,0.0010056818743609617,0.0,0.02733363595849181,0.02733363595849181,0.0,0.0,0.0,0.0,0.06653217677523361,0.06653217677523361,0.0,0.0,0.0,0.0,0.02733363595849181,0.02733363595849181,0.0,0.0,0.0,0.0,0.06653217677523361,0.06653217677523361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcançar,al ##can ##çar,0.0011696290069570083,0.0011696290069570083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004021647015324957,0.004021647015324957,0.0,0.005655763238392775,0.005655763238392775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194467503898892,0.0194467503898892,0.0,0.00028768685343008934,0.0,0.0,0.000863060560290268,0.005655763238392775,0.005655763238392775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194467503898892,0.0194467503898892,0.0,0.005655763238392775,0.005655763238392775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194467503898892,0.0194467503898892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcolumbre,al ##col ##um ##bre,0.009129681003590417,0.0,0.009129681003590417,0.00442908192313581,0.0,0.00442908192313581,0.019006097111208684,0.0,0.019006097111208684,0.0,0.0,0.0,0.008525845272068792,0.0,0.008525845272068792,-0.00450886926062852,0.0,-0.00450886926062852,0.024026753593889574,0.0,0.024026753593889574,0.0,0.0,0.0,0.0005750642301633659,0.0008086594799907549,0.0009165332104993428,0.0,0.013534956646900898,0.0,0.013534956646900898,0.010545342002965,0.0,0.010545342002965,0.025287455454806512,0.0,0.025287455454806512,0.0,0.0,0.0,0.011030400959484842,0.0,0.011030400959484842,0.0030182363711682403,0.0,0.0030182363711682403,0.024657104524348036,0.0,0.024657104524348036,0.0,0.0,0.0,0.00250455568741605,0.0,0.00250455568741605,0.00752710563179676,0.0,0.00752710563179676,0.0006303509304584584,0.0,0.0006303509304584584,0.0,0.0,0.0
alegria,ale ##gri ##a,0.0006560354959219667,0.0006560354959219667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022557094415655015,0.0022557094415655015,0.0,0.005838949079585192,0.005838949079585192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02007661574642473,0.02007661574642473,0.0,0.00010470906565471974,0.0,0.0,0.0003141271969641592,0.005838949079585192,0.005838949079585192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02007661574642473,0.02007661574642473,0.0,0.005838949079585192,0.005838949079585192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02007661574642473,0.02007661574642473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aleijado,ale ##ija ##do,0.0052646081894636085,0.0052646081894636085,0.0,0.01764673136133053,0.01764673136133053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0046995316797986166,-0.0046995316797986166,0.0,-0.015752620155749554,-0.015752620155749554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002584508053779421,0.0007753524161338263,0.0,0.0,0.008034080538496675,0.008034080538496675,0.0,0.026929878899988855,0.026929878899988855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001667274429349025,0.001667274429349025,0.0,0.005588629372119637,0.005588629372119637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063668061091476415,0.0063668061091476415,0.0,0.02134124952786919,0.02134124952786919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alemanha,ale ##man ##ha,0.00469286864002545,0.00469286864002545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016135938017279482,0.016135938017279482,0.0,0.020882017600734007,0.020882017600734007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718006335841857,0.0718006335841857,0.0,0.0005374790897240086,0.0,0.0,0.0016124372691720256,0.020882017600734007,0.020882017600734007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718006335841857,0.0718006335841857,0.0,0.020882017600734007,0.020882017600734007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718006335841857,0.0718006335841857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alemã,alemã,0.07228318850199382,0.0,0.07228318850199382,0.24229001732511893,0.0,0.24229001732511893,0.0,0.0,0.0,0.0,0.0,0.0,0.0038567085945153913,0.0,0.0038567085945153913,0.012927514841951034,0.0,0.012927514841951034,0.0,0.0,0.0,0.0,0.0,0.0,0.00023963346656031656,0.0,0.0007189003996809497,0.0,0.0038567085945153913,0.0,0.0038567085945153913,0.012927514841951034,0.0,0.012927514841951034,0.0,0.0,0.0,0.0,0.0,0.0,0.0038567085945153913,0.0,0.0038567085945153913,0.012927514841951034,0.0,0.012927514841951034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alergia,ale ##rgia,0.03795084357261658,0.03795084357261658,0.0,0.0,0.0,0.0,0.09237527847290039,0.09237527847290039,0.0,0.0,0.0,0.0,0.003010166210561942,0.003010166210561942,0.0,0.0,0.0,0.0,0.007326976577432718,0.007326976577432718,0.0,0.0,0.0,0.0,0.0005438524603939167,0.0,0.0016315573811817503,0.0,0.028293992176864836,0.028293992176864836,0.0,0.0,0.0,0.0,0.06886975783415375,0.06886975783415375,0.0,0.0,0.0,0.0,0.015652079193713392,0.015652079193713392,0.0,0.0,0.0,0.0,0.038098367205793245,0.038098367205793245,0.0,0.0,0.0,0.0,0.012641912983151442,0.012641912983151442,0.0,0.0,0.0,0.0,0.030771390628360512,0.030771390628360512,0.0,0.0,0.0,0.0
alesp,ales ##p,0.04860885938008626,0.0,0.04860885938008626,0.0,0.0,0.0,0.11831771045862781,0.0,0.11831771045862781,0.0,0.0,0.0,0.008014865487064449,0.0,0.008014865487064449,0.0,0.0,0.0,0.019508800374193388,0.0,0.019508800374193388,0.0,0.0,0.0,0.0005109178596590964,0.0015327535789772893,0.0,0.0,0.025089650899944548,0.0,0.025089650899944548,0.0,0.0,0.0,0.06107014417836401,0.0,0.06107014417836401,0.0,0.0,0.0,0.0165522581935045,0.0,0.0165522581935045,0.0,0.0,0.0,0.0402894722762787,0.0,0.0402894722762787,0.0,0.0,0.0,0.008537392706440043,0.0,0.008537392706440043,0.0,0.0,0.0,0.020780671902085296,0.0,0.020780671902085296,0.0,0.0,0.0
algo,algo,0.07277146447449923,0.06949270330369473,0.0032787611708044997,0.03685187028107031,0.03685187028107031,0.0,0.15037076634640142,0.1423900089326785,0.00798075741372292,0.0,0.0,0.0,0.032333189665219836,0.026300893229912557,0.006032296435307275,0.04899339815704058,0.04899339815704058,0.0,0.043124119793191217,0.028441045305627872,0.014683074487563345,0.0,0.0,0.0,0.0010061211842083311,0.001613709423248935,0.0014046541293760576,0.0,0.032333189665219836,0.026300893229912557,0.006032296435307275,0.04899339815704058,0.04899339815704058,0.0,0.043124119793191217,0.028441045305627872,0.014683074487563345,0.0,0.0,0.0,0.032333189665219836,0.026300893229912557,0.006032296435307275,0.04899339815704058,0.04899339815704058,0.0,0.043124119793191217,0.028441045305627872,0.014683074487563345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
algozes,algo ##zes,0.0524439811706543,0.0524439811706543,0.0,0.17578988101895296,0.17578988101895296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007507852966117141,-0.007507852966117141,0.0,-0.02516598759592338,-0.02516598759592338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004655824512609291,0.0013967473537827874,0.0,0.0,0.009828741491729832,0.009828741491729832,0.0,0.032945502206915646,0.032945502206915646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011604442628063419,0.0011604442628063419,0.0,0.0038897573054961173,0.0038897573054961173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008668297228923483,0.008668297228923483,0.0,0.029055744901419496,0.029055744901419496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
algum,algum,0.004707419944073375,0.004707419944073375,0.0,0.000430082716307905,0.000430082716307905,0.0,0.011145911400506733,0.011145911400506733,0.0,0.0,0.0,0.0,0.020963966041570536,0.020963966041570536,0.0,0.005669779529709106,0.005669779529709106,0.0,0.04691070624391233,0.04691070624391233,0.0,0.0,0.0,0.0,0.0005943274819088892,0.0004835822230186303,0.0012994002227080374,0.0,0.020963966041570536,0.020963966041570536,0.0,0.005669779529709106,0.005669779529709106,0.0,0.04691070624391233,0.04691070624391233,0.0,0.0,0.0,0.0,0.020963966041570536,0.020963966041570536,0.0,0.005669779529709106,0.005669779529709106,0.0,0.04691070624391233,0.04691070624391233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alguma,alguma,0.076777369666767,0.06042644966510125,0.01635092000166575,0.06914733471374897,0.06914733471374897,0.0,0.12217057041415821,0.08237117081578316,0.03979939959837505,0.020481394150195616,0.020481394150195616,0.0,0.05660307708184924,0.09042581153303769,-0.03382273445118846,0.16169130145900842,0.16169130145900842,0.0,0.022951043398620932,0.10527818607899851,-0.0823271426803776,-0.003658045328441404,-0.003658045328441404,0.0,0.0021176360947502727,0.004035430360476047,0.0018785090838417805,0.00043896883993298946,0.12637630901693625,0.09255357456574777,0.03382273445118846,0.16169130145900842,0.16169130145900842,0.0,0.1876053287593761,0.10527818607899851,0.0823271426803776,0.003658045328441404,0.003658045328441404,0.0,0.09148969304939274,0.09148969304939274,0.0,0.16169130145900842,0.16169130145900842,0.0,0.10527818607899851,0.10527818607899851,0.0,0.0,0.0,0.0,0.0348866159675435,0.0010638815163550417,0.03382273445118846,0.0,0.0,0.0,0.0823271426803776,0.0,0.0823271426803776,0.003658045328441404,0.003658045328441404,0.0
alguns,alguns,0.013711840069542324,0.013711840069542324,0.0,0.0,0.0,0.0,0.022986585663491765,0.022986585663491765,0.0,0.014675705877791835,0.014675705877791835,0.0,-0.026859443001080473,-0.026859443001080473,0.0,0.0,0.0,0.0,-0.06536752484726392,-0.06536752484726392,0.0,-1.4733099127391157e-05,-1.4733099127391157e-05,0.0,0.0008956317828853446,0.0,0.0016008457892179814,0.0010860495594380525,0.027931194517812997,0.027931194517812997,0.0,0.0,0.0,0.0,0.06536752484726392,0.06536752484726392,0.0,0.0036998386007864757,0.0036998386007864757,0.0,0.0005358757583662584,0.0005358757583662584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018425527508295417,0.0018425527508295417,0.0,0.027395318759446733,0.027395318759446733,0.0,0.0,0.0,0.0,0.06536752484726392,0.06536752484726392,0.0,0.001857285849956934,0.001857285849956934,0.0
alguém,al ##gué ##m,0.04460865412450703,0.024404005360944798,0.020204648763562233,0.02781055755809195,0.027391904387518994,0.00041865317057296087,0.06776201344165064,0.01888635283067791,0.04887566061097273,0.029133331566984957,0.029133331566984957,0.0,0.0013059634514396752,0.0061547556391405,-0.004848792187700825,-0.007092109329188353,-0.0036510147499717593,-0.0034410945792165922,0.000747818231711745,0.010051345140193388,-0.009303526908481642,0.010709045539665188,0.010709045539665188,0.0,0.0023315224140078284,0.0031947711163156332,0.0017182628600066329,0.0020815332657012193,0.051650409444100154,0.03977971234952369,0.011870697094576466,0.07139073168439194,0.060859253078464855,0.010531478605927095,0.05338297318676567,0.032136386629828845,0.021246586556936835,0.02895359200238507,0.02895359200238507,0.0,0.02647818644776991,0.022967233994332092,0.003510952453437817,0.03214931117760179,0.028604119164246537,0.0035451920133552513,0.027065395709238698,0.021093865885011113,0.005971529824227587,0.01983131877102513,0.01983131877102513,0.0,0.025172222996330228,0.016812478355191576,0.008359744641138648,0.039241420506790144,0.032255133914218304,0.0069862865925718436,0.026317577477526957,0.011042520744817708,0.015275056732709248,0.009122273231359912,0.009122273231359912,0.0
alheia,al ##hei ##a,0.050511772433916725,0.050511772433916725,0.0,0.0,0.0,0.0,0.12294954750649104,0.12294954750649104,0.0,0.0,0.0,0.0,-0.017828644718861864,-0.017828644718861864,0.0,0.0,0.0,0.0,-0.04339629546173274,-0.04339629546173274,0.0,0.0,0.0,0.0,0.00040540912988064456,0.0,0.0012162273896419338,0.0,0.017843275940854733,0.017843275940854733,0.0,0.0,0.0,0.0,0.04343190898382491,0.04343190898382491,0.0,0.0,0.0,0.0,7.315610996438467e-06,7.315610996438467e-06,0.0,0.0,0.0,0.0,1.7806761046097688e-05,1.7806761046097688e-05,0.0,0.0,0.0,0.0,0.0178359603298583,0.0178359603298583,0.0,0.0,0.0,0.0,0.043414102222778826,0.043414102222778826,0.0,0.0,0.0,0.0
aliena,alien ##a,0.010139219462871552,0.005069609731435776,0.005069609731435776,0.0,0.0,0.0,0.0,0.0,0.0,0.034862645717609914,0.017431322858804957,0.017431322858804957,0.008427813178780299,0.0042139065893901494,0.0042139065893901494,0.0,0.0,0.0,0.0,0.0,0.0,0.028978154196379256,0.014489077098189628,0.014489077098189628,0.0004554435007046237,0.0006831652510569356,0.0,0.0006831652510569356,0.008427813178780299,0.0042139065893901494,0.0042139065893901494,0.0,0.0,0.0,0.0,0.0,0.0,0.028978154196379256,0.014489077098189628,0.014489077098189628,0.008427813178780299,0.0042139065893901494,0.0042139065893901494,0.0,0.0,0.0,0.0,0.0,0.0,0.028978154196379256,0.014489077098189628,0.014489077098189628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alienação,alien ##ação,0.0005309358239173834,0.0,0.0005309358239173834,0.0,0.0,0.0,0.0012923387194743612,0.0,0.0012923387194743612,0.0,0.0,0.0,0.007473938449158492,0.0,0.007473938449158492,0.0,0.0,0.0,0.01819214226975698,0.0,0.01819214226975698,0.0,0.0,0.0,0.00022600271571143749,0.0,0.0,0.0006780081471343125,0.010103127271654518,0.0,0.010103127271654518,0.0,0.0,0.0,0.024591790519240205,0.0,0.024591790519240205,0.0,0.0,0.0,0.008788532860406508,0.0,0.008788532860406508,0.0,0.0,0.0,0.021391966394498602,0.0,0.021391966394498602,0.0,0.0,0.0,0.0013145944112480084,0.0,0.0013145944112480084,0.0,0.0,0.0,0.003199824124741603,0.0,0.003199824124741603,0.0,0.0,0.0
alinhado,ali ##nha ##do,0.00019299974276994165,0.00019299974276994165,0.0,0.0006469265120780167,0.0006469265120780167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035104963196957834,0.0035104963196957834,0.0,0.01176702676993,0.01176702676993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019093329319079216,0.0005727998795723764,0.0,0.0,0.0035104963196957834,0.0035104963196957834,0.0,0.01176702676993,0.01176702676993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035104963196957834,0.0035104963196957834,0.0,0.01176702676993,0.01176702676993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aliás,ali ##ás,0.0028006775925556748,0.0,0.0028006775925556748,0.009387746120298352,0.0,0.009387746120298352,0.0,0.0,0.0,0.0,0.0,0.0,0.0017744113458667498,0.0,0.0017744113458667498,0.005947747528044972,0.0,0.005947747528044972,0.0,0.0,0.0,0.0,0.0,0.0,0.0003325132673848744,0.0,0.0009975398021546233,0.0,0.005087160542038576,0.0,0.005087160542038576,0.017051934777782933,0.0,0.017051934777782933,0.0,0.0,0.0,0.0,0.0,0.0,0.003430785943952666,0.0,0.003430785943952666,0.011499841152913966,0.0,0.011499841152913966,0.0,0.0,0.0,0.0,0.0,0.0,0.0016563745980859087,0.0,0.0016563745980859087,0.005552093624868967,0.0,0.005552093624868967,0.0,0.0,0.0,0.0,0.0,0.0
